jades_id,ra,dec,field,class,class_label,probability
407434,53.266315,-27.813793,goods-s,2,Round Smooth,0.9898675084114075
407614,53.027058,-27.734428,goods-s,2,Round Smooth,0.832073450088501
407636,53.14213,-27.943344,goods-s,3,In-between Round Smooth,0.9620321393013
407920,53.161087,-27.933172,goods-s,2,Round Smooth,0.8842430114746094
408133,53.11995,-27.743217,goods-s,2,Round Smooth,0.8891727924346924
408412,53.116062,-27.92298,goods-s,2,Round Smooth,0.9700785279273987
408430,53.257782,-27.86678,goods-s,2,Round Smooth,0.9291139245033264
408554,53.00789,-27.823215,goods-s,2,Round Smooth,0.8459606766700745
408618,53.013466,-27.727962,goods-s,2,Round Smooth,0.9601301550865173
408673,53.159863,-27.691319,goods-s,2,Round Smooth,0.9662042260169983
408685,52.971294,-27.860249,goods-s,2,Round Smooth,0.9265811443328857
408903,53.053493,-27.77442,goods-s,3,In-between Round Smooth,0.9336808323860168
408985,53.018482,-27.785048,goods-s,2,Round Smooth,0.8666715025901794
409150,53.2549,-27.869286,goods-s,2,Round Smooth,0.9752304553985596
409186,53.190598,-27.684155,goods-s,2,Round Smooth,0.8703435063362122
409355,53.12916,-27.718372,goods-s,3,In-between Round Smooth,0.9797855615615845
409498,52.98559,-27.872879,goods-s,3,In-between Round Smooth,0.8060045838356018
409837,53.27804,-27.861406,goods-s,2,Round Smooth,0.9044962525367737
409854,53.166683,-27.942255,goods-s,3,In-between Round Smooth,0.8476841449737549
409885,53.283684,-27.87836,goods-s,3,In-between Round Smooth,0.9745391607284546
409939,53.141644,-27.80415,goods-s,2,Round Smooth,0.8574573397636414
410241,52.93499,-27.847185,goods-s,4,Cigar Shaped Smooth,0.9808366298675537
410317,52.988007,-27.77198,goods-s,3,In-between Round Smooth,0.9022647142410278
410452,52.987926,-27.795778,goods-s,3,In-between Round Smooth,0.8752462267875671
410567,53.16978,-27.660254,goods-s,2,Round Smooth,0.9176028966903687
410608,53.26233,-27.85283,goods-s,2,Round Smooth,0.8185464143753052
410820,53.028698,-27.702198,goods-s,2,Round Smooth,0.9791741371154785
410903,53.19295,-27.714403,goods-s,2,Round Smooth,0.8948667645454407
410975,52.9129,-27.832357,goods-s,2,Round Smooth,0.9258561134338379
411049,53.32352,-27.878445,goods-s,3,In-between Round Smooth,0.841117262840271
411161,53.07318,-27.931862,goods-s,3,In-between Round Smooth,0.8147128820419312
411286,53.08198,-27.933645,goods-s,2,Round Smooth,0.9401469826698303
411615,53.04361,-27.806095,goods-s,3,In-between Round Smooth,0.9833200573921204
411979,53.177353,-27.76401,goods-s,2,Round Smooth,0.9680190086364746
411993,53.02905,-27.795662,goods-s,2,Round Smooth,0.9401934742927551
412194,52.90713,-27.82694,goods-s,2,Round Smooth,0.8945044279098511
412195,52.908108,-27.826889,goods-s,3,In-between Round Smooth,0.9876947402954102
412253,53.019688,-27.704182,goods-s,3,In-between Round Smooth,0.8502132892608643
412301,53.141262,-27.710653,goods-s,2,Round Smooth,0.968902587890625
412382,52.9888,-27.760202,goods-s,3,In-between Round Smooth,0.9187613129615784
412410,52.930798,-27.827944,goods-s,3,In-between Round Smooth,0.9506511092185974
412762,53.158783,-27.687225,goods-s,2,Round Smooth,0.8636664748191833
412891,53.179783,-27.711767,goods-s,2,Round Smooth,0.8958504796028137
412942,52.97768,-27.776155,goods-s,2,Round Smooth,0.9939765334129333
413419,53.31691,-27.87653,goods-s,3,In-between Round Smooth,0.8102646470069885
413553,52.999035,-27.853947,goods-s,2,Round Smooth,0.8769803643226624
413622,53.021423,-27.730923,goods-s,2,Round Smooth,0.9748191237449646
413727,53.053978,-27.750847,goods-s,3,In-between Round Smooth,0.9731641411781311
413798,52.984577,-27.79587,goods-s,2,Round Smooth,0.9502868056297302
413841,53.027435,-27.843983,goods-s,2,Round Smooth,0.8925758004188538
414052,53.305893,-27.869019,goods-s,2,Round Smooth,0.8951838612556458
414250,53.16677,-27.68844,goods-s,3,In-between Round Smooth,0.9639672636985779
414254,53.256287,-27.881855,goods-s,4,Cigar Shaped Smooth,0.9150599837303162
414293,53.058407,-27.768177,goods-s,3,In-between Round Smooth,0.8583711385726929
414370,52.9916,-27.756756,goods-s,3,In-between Round Smooth,0.981378436088562
414622,53.15504,-27.924603,goods-s,4,Cigar Shaped Smooth,0.9539852738380432
414786,53.207767,-27.735706,goods-s,3,In-between Round Smooth,0.9072059988975525
414933,52.984512,-27.802921,goods-s,2,Round Smooth,0.8972654938697815
415007,53.021976,-27.899467,goods-s,3,In-between Round Smooth,0.9542965888977051
415009,53.043194,-27.808365,goods-s,4,Cigar Shaped Smooth,0.8614513278007507
415113,53.03485,-27.999989,goods-s,2,Round Smooth,0.819733738899231
415171,52.967735,-27.8341,goods-s,3,In-between Round Smooth,0.9061576724052429
415202,53.303295,-27.883097,goods-s,3,In-between Round Smooth,0.8258388042449951
415625,53.054276,-27.768087,goods-s,3,In-between Round Smooth,0.9359283447265625
415867,53.132698,-27.724918,goods-s,2,Round Smooth,0.8807582259178162
415977,53.05831,-27.97472,goods-s,3,In-between Round Smooth,0.8011875748634338
416312,52.956444,-27.853949,goods-s,3,In-between Round Smooth,0.8871963620185852
416327,53.183846,-27.676765,goods-s,3,In-between Round Smooth,0.9571929574012756
416330,52.965904,-27.822104,goods-s,4,Cigar Shaped Smooth,0.8251464366912842
416433,52.980682,-27.819952,goods-s,3,In-between Round Smooth,0.9861782193183899
416472,53.007313,-27.811167,goods-s,4,Cigar Shaped Smooth,0.8844977021217346
416514,52.99873,-27.763838,goods-s,4,Cigar Shaped Smooth,0.9761470556259155
416595,52.981815,-27.73345,goods-s,2,Round Smooth,0.9646914601325989
416811,52.92633,-27.844498,goods-s,3,In-between Round Smooth,0.9593790173530579
416879,52.988243,-27.907902,goods-s,3,In-between Round Smooth,0.8835763335227966
417148,53.173412,-27.715042,goods-s,3,In-between Round Smooth,0.9705272316932678
417208,52.95694,-27.797724,goods-s,2,Round Smooth,0.9802533388137817
417289,52.994514,-27.817486,goods-s,2,Round Smooth,0.9731023907661438
417337,53.052006,-27.74396,goods-s,2,Round Smooth,0.9705483317375183
417342,53.174507,-27.667734,goods-s,3,In-between Round Smooth,0.902707040309906
417398,53.037086,-27.992096,goods-s,4,Cigar Shaped Smooth,0.8893361687660217
417508,53.306858,-27.854292,goods-s,2,Round Smooth,0.9530569314956665
417682,53.012154,-27.800497,goods-s,2,Round Smooth,0.9875692129135132
417729,53.030033,-27.890461,goods-s,4,Cigar Shaped Smooth,0.8641329407691956
417733,52.965157,-27.853552,goods-s,3,In-between Round Smooth,0.8877696990966797
417776,53.16478,-27.900232,goods-s,2,Round Smooth,0.968629777431488
417885,53.0336,-27.78812,goods-s,4,Cigar Shaped Smooth,0.8973132967948914
417887,53.021137,-27.733377,goods-s,2,Round Smooth,0.8551433682441711
417999,52.98048,-27.817144,goods-s,2,Round Smooth,0.848164439201355
418178,53.03742,-28.003704,goods-s,3,In-between Round Smooth,0.873897135257721
418284,53.01717,-27.808548,goods-s,3,In-between Round Smooth,0.886349081993103
418478,53.169613,-27.885067,goods-s,3,In-between Round Smooth,0.9694713354110718
418632,53.260944,-27.852228,goods-s,2,Round Smooth,0.855013906955719
418645,52.928417,-27.810253,goods-s,4,Cigar Shaped Smooth,0.9072268009185791
418681,53.049583,-27.71814,goods-s,3,In-between Round Smooth,0.8212628960609436
418749,52.999435,-27.814434,goods-s,2,Round Smooth,0.9420645833015442
418770,53.071518,-27.947897,goods-s,3,In-between Round Smooth,0.8204010128974915
419098,53.005867,-27.79504,goods-s,3,In-between Round Smooth,0.8191323280334473
419134,53.027477,-27.77661,goods-s,3,In-between Round Smooth,0.8543345332145691
419388,53.161102,-27.87856,goods-s,3,In-between Round Smooth,0.837935209274292
419437,53.049683,-28.005909,goods-s,2,Round Smooth,0.9697874784469604
419446,53.1564,-27.947695,goods-s,2,Round Smooth,0.9252520203590393
419561,53.037136,-27.729065,goods-s,3,In-between Round Smooth,0.937822163105011
419670,52.945736,-27.833736,goods-s,3,In-between Round Smooth,0.9511673450469971
419732,53.278664,-27.847734,goods-s,3,In-between Round Smooth,0.9509668350219727
419735,53.163258,-27.724813,goods-s,2,Round Smooth,0.9847916960716248
419746,52.985043,-27.901352,goods-s,4,Cigar Shaped Smooth,0.9575238823890686
419837,53.293045,-27.876678,goods-s,3,In-between Round Smooth,0.9043134450912476
419868,53.071266,-27.93672,goods-s,3,In-between Round Smooth,0.9451666474342346
419887,52.9766,-27.913769,goods-s,3,In-between Round Smooth,0.8928099870681763
420030,52.967854,-27.915823,goods-s,2,Round Smooth,0.9768579602241516
420107,52.982098,-27.855896,goods-s,4,Cigar Shaped Smooth,0.8436035513877869
420164,52.963917,-27.869846,goods-s,3,In-between Round Smooth,0.8199358582496643
420646,52.93747,-27.857914,goods-s,4,Cigar Shaped Smooth,0.9914823174476624
420735,53.242275,-27.797937,goods-s,3,In-between Round Smooth,0.9901267886161804
420743,53.189594,-27.706682,goods-s,2,Round Smooth,0.8275923132896423
420755,53.053665,-28.00275,goods-s,2,Round Smooth,0.8225242495536804
420791,52.996483,-27.756992,goods-s,4,Cigar Shaped Smooth,0.9835436940193176
420847,53.28726,-27.888712,goods-s,2,Round Smooth,0.9247250556945801
420944,53.01454,-27.840895,goods-s,2,Round Smooth,0.8460817337036133
420960,53.23957,-27.83821,goods-s,4,Cigar Shaped Smooth,0.9551429152488708
420964,53.01461,-27.774618,goods-s,2,Round Smooth,0.9221227765083313
420970,52.97266,-27.818508,goods-s,3,In-between Round Smooth,0.9472044706344604
420994,52.995342,-27.806866,goods-s,3,In-between Round Smooth,0.9310614466667175
421063,53.183147,-27.689663,goods-s,2,Round Smooth,0.9265838861465454
421200,53.13223,-27.722185,goods-s,4,Cigar Shaped Smooth,0.9307754635810852
421236,52.997864,-27.8311,goods-s,3,In-between Round Smooth,0.8465466499328613
421347,53.03836,-27.825335,goods-s,2,Round Smooth,0.9444791078567505
421461,52.981808,-27.838945,goods-s,3,In-between Round Smooth,0.9353929162025452
421466,53.139774,-27.920504,goods-s,3,In-between Round Smooth,0.8843966126441956
421779,53.078182,-27.980013,goods-s,3,In-between Round Smooth,0.829670786857605
421849,53.186123,-27.731106,goods-s,3,In-between Round Smooth,0.866619884967804
422133,52.97535,-27.773363,goods-s,3,In-between Round Smooth,0.9077962636947632
422139,53.015682,-27.896996,goods-s,2,Round Smooth,0.8613543510437012
422162,52.982346,-27.767197,goods-s,2,Round Smooth,0.8028925061225891
422251,53.190437,-27.691923,goods-s,3,In-between Round Smooth,0.9603707194328308
422387,53.150494,-27.889072,goods-s,3,In-between Round Smooth,0.8964933753013611
422443,52.9634,-27.828815,goods-s,4,Cigar Shaped Smooth,0.9084190130233765
422482,52.98327,-27.90241,goods-s,4,Cigar Shaped Smooth,0.9257026314735413
422484,52.919415,-27.840073,goods-s,4,Cigar Shaped Smooth,0.8917757272720337
422496,53.179794,-27.683737,goods-s,2,Round Smooth,0.9394791722297668
422590,53.15287,-27.66527,goods-s,3,In-between Round Smooth,0.9113930463790894
422664,53.01472,-27.696299,goods-s,4,Cigar Shaped Smooth,0.9642468690872192
422720,53.007477,-27.773642,goods-s,2,Round Smooth,0.8308188319206238
422862,53.039883,-28.000347,goods-s,3,In-between Round Smooth,0.8290809392929077
422883,53.29939,-27.867224,goods-s,3,In-between Round Smooth,0.8429190516471863
422948,53.041794,-27.826311,goods-s,3,In-between Round Smooth,0.8489047884941101
422973,53.02718,-27.803276,goods-s,3,In-between Round Smooth,0.845962405204773
423048,52.92378,-27.832973,goods-s,4,Cigar Shaped Smooth,0.8426287174224854
423115,53.158173,-27.885612,goods-s,2,Round Smooth,0.8985481858253479
423124,53.014275,-27.698511,goods-s,3,In-between Round Smooth,0.8066461682319641
423227,53.015877,-27.732353,goods-s,3,In-between Round Smooth,0.9685482978820801
423423,53.174763,-27.687548,goods-s,4,Cigar Shaped Smooth,0.8940746784210205
423469,53.305202,-27.8646,goods-s,3,In-between Round Smooth,0.8879318833351135
423547,53.01,-27.78885,goods-s,3,In-between Round Smooth,0.937641441822052
423716,52.95637,-27.821838,goods-s,3,In-between Round Smooth,0.871052086353302
423766,52.97992,-27.761179,goods-s,4,Cigar Shaped Smooth,0.9902824759483337
423826,53.244617,-27.868456,goods-s,3,In-between Round Smooth,0.9313232898712158
423886,52.984467,-27.7809,goods-s,4,Cigar Shaped Smooth,0.9615645408630371
423922,53.32664,-27.869623,goods-s,3,In-between Round Smooth,0.8284537196159363
423946,52.922035,-27.843636,goods-s,2,Round Smooth,0.9870650768280029
424137,53.233967,-27.865452,goods-s,4,Cigar Shaped Smooth,0.945387601852417
424196,52.97007,-27.844471,goods-s,3,In-between Round Smooth,0.9389975070953369
424221,52.988342,-27.809866,goods-s,4,Cigar Shaped Smooth,0.9842562079429626
424225,53.17231,-27.9393,goods-s,2,Round Smooth,0.8165258169174194
424242,52.9781,-27.842516,goods-s,2,Round Smooth,0.9003217220306396
424254,53.003082,-27.84759,goods-s,4,Cigar Shaped Smooth,0.898044764995575
424270,52.945927,-27.805649,goods-s,2,Round Smooth,0.9280634522438049
424333,53.035736,-28.015823,goods-s,3,In-between Round Smooth,0.9139509201049805
424377,53.14809,-27.903833,goods-s,3,In-between Round Smooth,0.8373633027076721
424378,53.17066,-27.945824,goods-s,4,Cigar Shaped Smooth,0.9400631189346313
424505,53.022545,-27.74153,goods-s,3,In-between Round Smooth,0.8291205763816833
424517,52.921803,-27.81906,goods-s,2,Round Smooth,0.8348376750946045
424636,53.004383,-27.914793,goods-s,3,In-between Round Smooth,0.9632012248039246
424696,53.320885,-27.866241,goods-s,2,Round Smooth,0.972845733165741
424830,53.006844,-27.839022,goods-s,2,Round Smooth,0.9546111822128296
424842,53.031025,-27.830898,goods-s,3,In-between Round Smooth,0.8556864261627197
424963,52.985405,-27.787085,goods-s,3,In-between Round Smooth,0.9528553485870361
424978,52.95932,-27.822742,goods-s,3,In-between Round Smooth,0.9498385190963745
425114,52.955395,-27.785116,goods-s,2,Round Smooth,0.9367217421531677
425163,52.948326,-27.824165,goods-s,3,In-between Round Smooth,0.9535796046257019
425167,53.229034,-27.814966,goods-s,4,Cigar Shaped Smooth,0.9302757978439331
425274,53.011333,-27.78829,goods-s,2,Round Smooth,0.8435133695602417
425301,53.012695,-27.747326,goods-s,2,Round Smooth,0.8364999294281006
425320,53.108845,-27.976748,goods-s,2,Round Smooth,0.9809041619300842
425345,52.93957,-27.79322,goods-s,4,Cigar Shaped Smooth,0.9499219655990601
425395,52.990692,-27.835688,goods-s,2,Round Smooth,0.9565179347991943
425451,53.00303,-27.819803,goods-s,3,In-between Round Smooth,0.9440879225730896
425470,53.174633,-27.68223,goods-s,3,In-between Round Smooth,0.9454202055931091
425486,52.954063,-27.854145,goods-s,3,In-between Round Smooth,0.9615924954414368
425529,52.98736,-27.794727,goods-s,3,In-between Round Smooth,0.8330597281455994
425907,53.07489,-27.964346,goods-s,4,Cigar Shaped Smooth,0.8820962905883789
425922,53.030113,-27.806198,goods-s,4,Cigar Shaped Smooth,0.9951293468475342
425945,53.017162,-27.846548,goods-s,2,Round Smooth,0.8625490069389343
426005,52.979183,-27.91971,goods-s,2,Round Smooth,0.8069156408309937
426009,53.140923,-27.946589,goods-s,3,In-between Round Smooth,0.930209755897522
426103,53.078106,-27.940554,goods-s,4,Cigar Shaped Smooth,0.8892393708229065
426179,53.1661,-27.892038,goods-s,4,Cigar Shaped Smooth,0.9378554224967957
426219,53.085743,-27.981115,goods-s,3,In-between Round Smooth,0.9653857946395874
426220,53.146996,-27.709858,goods-s,3,In-between Round Smooth,0.9607210159301758
426265,53.017437,-27.706356,goods-s,3,In-between Round Smooth,0.9673725366592407
426490,52.99776,-27.907316,goods-s,2,Round Smooth,0.9508016705513
426546,52.919415,-27.832193,goods-s,3,In-between Round Smooth,0.8565219044685364
426658,53.117073,-27.970854,goods-s,2,Round Smooth,0.9430832862854004
426704,53.012802,-27.729935,goods-s,3,In-between Round Smooth,0.935907781124115
426721,53.06762,-27.935862,goods-s,4,Cigar Shaped Smooth,0.9788911938667297
426834,53.026367,-27.997536,goods-s,2,Round Smooth,0.9539632201194763
426902,53.08806,-27.940838,goods-s,3,In-between Round Smooth,0.9838283658027649
427007,52.966774,-27.830538,goods-s,3,In-between Round Smooth,0.9601350426673889
427106,53.023056,-27.788841,goods-s,4,Cigar Shaped Smooth,0.8841116428375244
427107,53.02298,-27.788998,goods-s,4,Cigar Shaped Smooth,0.9171874523162842
427124,53.043423,-27.996613,goods-s,3,In-between Round Smooth,0.9276005029678345
427125,52.96659,-27.870958,goods-s,2,Round Smooth,0.8114240765571594
427147,53.164177,-27.695414,goods-s,4,Cigar Shaped Smooth,0.9098925590515137
427155,53.071445,-27.959423,goods-s,3,In-between Round Smooth,0.8937212824821472
427291,53.010834,-27.851166,goods-s,2,Round Smooth,0.9403923749923706
427501,52.961067,-27.833967,goods-s,2,Round Smooth,0.9149322509765625
427569,53.243195,-27.805042,goods-s,3,In-between Round Smooth,0.9887254238128662
427636,53.038925,-27.996899,goods-s,2,Round Smooth,0.9485548734664917
427702,53.056843,-27.780521,goods-s,4,Cigar Shaped Smooth,0.9846490621566772
427726,53.185955,-27.707441,goods-s,4,Cigar Shaped Smooth,0.8826467394828796
427753,53.029808,-27.708162,goods-s,3,In-between Round Smooth,0.9514023661613464
427796,53.037964,-28.00574,goods-s,3,In-between Round Smooth,0.9729133248329163
427800,53.185005,-27.712706,goods-s,3,In-between Round Smooth,0.9522538781166077
427801,52.979298,-27.916765,goods-s,4,Cigar Shaped Smooth,0.9319373369216919
427823,52.94295,-27.788664,goods-s,3,In-between Round Smooth,0.8269981145858765
427915,52.98146,-27.904123,goods-s,4,Cigar Shaped Smooth,0.9588339924812317
428013,53.085304,-27.990618,goods-s,3,In-between Round Smooth,0.8625402450561523
428032,53.015606,-27.72313,goods-s,3,In-between Round Smooth,0.9763006567955017
428064,53.09951,-27.970407,goods-s,3,In-between Round Smooth,0.8836707472801208
428142,52.988686,-27.837387,goods-s,4,Cigar Shaped Smooth,0.9707341194152832
428210,52.94715,-27.826561,goods-s,3,In-between Round Smooth,0.9554409384727478
428230,53.156322,-27.897463,goods-s,3,In-between Round Smooth,0.9136365056037903
428269,53.052773,-28.000349,goods-s,2,Round Smooth,0.9166120886802673
